username,userdesc,userurl,userpic,userlocation,userfollowing,userfollowers,usertotaltweets,usercreatedts,tweetid,tweetcreatedts,tweetretweetcount,tweetfavcount,tweeturls,tweethashtags,tweetmentions,tweettext,tweettextcleaned,sentic_polarity,sentic_concept
Boutonski,"Media, Fintech Junkie.. Communications Partner; @BusinessWire - a Berkshire Hathaway co • Views Mine",https://t.co/Ac7J8SLfGX,https://pbs.twimg.com/profile_images/1456294807068987399/_oJGev7e_normal.jpg,,10911,10361,25242,2009-08-13 19:29:22,1499400043735883785,2022-03-03 15:03:22,0,0,['https://t.co/VgUEXuRgEw'],,,"Powell confirms quarter point bump to banking committee | #FOMC #federalreserve 
#centralbank #inflation #markets $USD #currency 

https://t.co/VgUEXuRgEw",Powell confirms quarter point bump to banking committee | FOMC federalreserve centralbank inflation markets $USD currency,POSITIVE,"['confirm', 'quart', 'bump', 'committee', 'inflation', 'currency']"
ShinyElishaR,"From #Inglewood #CA #80sruled #MorningsideHigh #LAPD wife & daughter, mom of 3 young ladies, #Salonowner/#stylist #VegasBound",,https://pbs.twimg.com/profile_images/866037911682113536/jBU9-Tpv_normal.jpg,"Lakewood, California",2155,1944,255016,2011-07-21 17:29:34,1499394463789056003,2022-03-03 14:41:12,39,0,['https://t.co/VnsBxtwKOG'],,,"Inflation is the highest it’s been in 40 years — American families are spending more on gas, food, and utilities.
 
With signs suggesting prices will likely keep rising, it’s clear what we don’t need right now is more government spending. #BuildBackBroker
https://t.co/VnsBxtwKOG","Inflation is the highest its been in 40 years American families are spending more on gas, food, and utilities. With signs suggesting prices will likely keep rising, its clearwhat we dont need right now is more government spending. BuildBackBroker",POSITIVE,"['food', 'inflation', 'highest', 'family', 'gas', 'utility', 'sign', 'suggesting', 'rising', 'govern']"
DavidPapell,,,https://pbs.twimg.com/profile_images/1161715364914499584/ytdLaZ0V_normal.jpg,,60,55,141,2019-08-14 18:59:22,1499391366668898307,2022-03-03 14:28:53,0,1,,,['@Benchimolium'],@Benchimolium It’s over. It was actually over before it started because the FOMC was never going to decrease inflation below 2 percent once it rose above 2 percent. That’s the difference between FAIT and AIT. The August 2020 revised statement is all about unemployment.,Its over. It was actually over before it started because the FOMC was never going to decrease inflation below 2 percent once it rose above 2 percent. Thats the difference between FAIT and AIT. The August 2020 revised statement is all about unemployment.,NEGATIVE,"['decrease', 'inflation', 'percent', 'rose', 'revised', 'unemployment']"
Briefingcom,Live stock market analysis since 1993.  service@briefing.com |  800-752-3013,https://t.co/YUygb9dXax,https://pbs.twimg.com/profile_images/461180942367739904/_atv5vcZ_normal.jpeg,Chicago,3689,31441,489451,2009-09-09 19:23:53,1499387976584994820,2022-03-03 14:15:25,0,0,['https://t.co/AmRYYVDkoy'],,,"#PageOne: #Market poised to cross more proving ground $SPY $QQQ $DIA $CL_F $BZ_F $TNX $WEAT $USO
https://t.co/AmRYYVDkoy #PreMarketAnalysis #Russia #Ukraine #ceasefire #FOMC #Powell #ratehike #inflation #sanctions #Iran #oil #SupplyChain #economy",PageOne Market poised to cross more proving ground $SPY $QQQ $DIA $CL_F $BZ_F $TNX $WEAT $USO PreMarketAnalysis Russia Ukraine ceasefire FOMC Powell ratehike inflation sanctions Iran oil SupplyChain economy,POSITIVE,"['poise', 'proving', 'spy', 'ceasefire', 'inflation', 'sanction', 'oil', 'economy']"
victorlechaiii,,,https://pbs.twimg.com/profile_images/1419312240000323589/jkgWGTgl_normal.jpg,,91,42,1280,2017-02-07 04:52:25,1499381178096259078,2022-03-03 13:48:24,0,0,"['https://t.co/sORU2Njuko', 'https://t.co/HtqWWfWNTd']",,,"Familia, vid is up! Enjoy!
Vid 1: How much will the #FED raise the rate at March's #FOMC Mtg?🤔
#FederalReserve #inflation #investing #stocks #StockMarket #Crude #cryptocurrencies #cryptotrading #CryptoNews
https://t.co/sORU2Njuko https://t.co/HtqWWfWNTd","Familia, vid is up! Enjoy! Vid 1 How much will the FED raise the rate at March's FOMC Mtg? FederalReserve inflation investing stocks StockMarket Crude cryptocurrencies cryptotrading CryptoNews",POSITIVE,"['enjoy', 'raise', 'rate', 'inflation', 'stocks', 'crude']"
SethCL,"I specialize in VIX, Retail, Consumer Goods. Hedge fund consultant, chief market strategist Finom Group",https://t.co/gJZTJQ9Nnz,https://pbs.twimg.com/profile_images/1487841801591570445/3wpMXsiu_normal.jpg,"Ocala, FL",523,10783,36427,2012-05-01 16:00:02,1499380091301863433,2022-03-03 13:44:05,0,0,,,"['@JDiP09', '@pione3r', '@AdithiaKusno']",@JDiP09 @pione3r @AdithiaKusno Where do you see the inflation issue resounding negatively in the $19ten economy? I mean besides the FEAR that it would if “left unchecked” by FOMC?,Where do you see the inflation issue resounding negatively in the $19ten economy? I mean besides the FEAR that it would if left unchecked by FOMC?,NEGATIVE,"['see', 'inflation', 'negatively', 'economy', 'fear']"
izzorv6,,https://t.co/MeFA8NBNm1,https://pbs.twimg.com/profile_images/1409156640889315332/DhEpWlb9_normal.jpg,Melbourne fl,65,30,11969,2010-11-24 10:43:17,1499676293545222149,2022-03-04 09:21:05,0,0,"['https://t.co/7t8EzfV6mF', 'https://t.co/VbpTDYvYD9']",,,"WASHINGTON—Federal Reserve Chair Jerome Powell warned Thursday that Russia’s invasion of Ukraine, which has already driven up oil prices, will likely further magnify the high inflation that has engulfed the U.S. economy.  # # # #

https://t.co/7t8EzfV6mF https://t.co/VbpTDYvYD9","WASHINGTONFederal Reserve Chair Jerome Powell warned Thursday that Russias invasion of Ukraine, which has already driven up oil prices, will likely further magnify the high inflation that has engulfed the U.S. economy.    ",NEGATIVE,"['reserve', 'warned', 'invasion', 'driven', 'oil', 'magnify', 'inflation', 'engulf', 'economy']"
YoungChris27040,"Lifelong aspiring academic. Whistleblower. Inequality is killing us. Dry Comedian, scribe: memoir #IBD #cPTSD #Oncology shout☕️ https://t.co/49ldnkUh2f",https://t.co/0lIEAJxek1,https://pbs.twimg.com/profile_images/1332306938248396801/kspi5eMF_normal.jpg,Exile (via US) rtw ≠ endorse ,4999,4468,249115,2013-05-09 10:06:24,1499672786125537282,2022-03-04 09:07:09,1,0,['https://t.co/3VEQ4x0FY8'],,,"Watching Jerome Powell explain why increasing interest rates, while also explaining how they come up with the figure of ""full employment"" to balance labor supply with demand to prevent ""perpetual inflation"" is painful.

Counterproductive monetary policy.

https://t.co/3VEQ4x0FY8","Watching Jerome Powell explain why increasing interest rates, while also explaining how they come up with the figure of ""full employment"" to balance labor supply with demand to prevent ""perpetual inflation"" is painful. Counterproductive monetary policy.",NEGATIVE,"['explain why', 'monetary policy', 'interest rate', 'come', 'full', 'employment', 'balance', 'supply', 'demand', 'prevent', 'perpetual', 'inflation', 'painful', 'counterproductive']"
zackvoell,I tweet about Bitcoin mining and markets. Editor @braiins_systems,https://t.co/QFHuwZo9NZ,https://pbs.twimg.com/profile_images/1497458736973197312/ZsK7Kf0-_normal.jpg,Global,1393,48221,32008,2014-03-01 18:53:16,1499660452460040192,2022-03-04 08:18:08,7,0,,,,"They blamed inflation on the pandemic and the unvaccinated.  

Then they blamed corporate greed. 

Then they blamed the Ukraine conflict. 

Finally, yesterday Jerome Powell said actions by Congress and the Federal Reserve actually did contribute to inflation.

No shit.","They blamed inflation on the pandemic and the unvaccinated. Then they blamed corporate greed. Then they blamed the Ukraine conflict. Finally, yesterday Jerome Powell said actions by Congress and the Federal Reserve actually did contribute to inflation. No shit.",POSITIVE,"['blamed', 'inflation', 'pandemic', NOT 'vaccine', 'corporate', 'greed', 'conflict', 'federal', 'reserve', 'contribute', NOT 'shit']"
1SaucyLdy,"Former Secondary Teacher; Interviewed & assessed Perpetrators of DV, Shoplifting, DUI for the Courts; Assistant Reference Librarian NO DM’S PLEASE",,https://pbs.twimg.com/profile_images/1427145926653644801/ecw3O7S__normal.jpg,"South Lyon, ",1047,841,6712,2021-08-16 04:20:28,1499652957209571328,2022-03-04 07:48:21,1,0,,,['@GOPLeader'],"@GOPLeader Inflation is worldwide. It's not Biden's doing.
It's the pandemic and supply chains and demand.
Talk to Jerome Powell.",Inflation is worldwide. It's not Biden's doing. It's the pandemic and supply chains and demand. Talk to Jerome Powell.,NEGATIVE,"['inflation', 'worldwide', NOT 'bide', 'pandemic', 'supply', 'chain', 'demand']"
ElCuerv53969182,Soy un pájaro negro,,https://pbs.twimg.com/profile_images/1235302283166076929/bIANpdmA_normal.jpg,Canada,469,270,14204,2020-03-04 01:38:52,1499647855539077121,2022-03-04 07:28:05,2,0,,,,Jerome Powell on inflation- “we’re not saying costs are going to come down from current increases but we’re saying they will go up less quickly than the year prior”.  Got that ?😜 Put simply- inflation isn’t going anywhere but up!,Jerome Powell on inflation- were not saying costs are going to come down from current increases but were saying they will go up less quickly than the year prior. Got that ? Put simply- inflation isnt going anywhere but up!,NEGATIVE,"['go up', 'inflation', NOT 'saying', 'come', NOT 'quickly', 'pry', 'simple']"
arthur_thoma,Value Investment is worthwhile during so hot expensive markets.,,https://pbs.twimg.com/profile_images/1258658181192040448/NIwVsQ15_normal.jpg,"MIAMI, FL",251,37,4105,2020-05-08 06:37:37,1499646645801295875,2022-03-04 07:23:17,0,0,['https://t.co/BRcDxk7KVx'],,,"Inflation has been forgotten by so manyy even by Jerome Powell !!! Inflation spikes in Poland, Hungary, Czech Republic and M3 https://t.co/BRcDxk7KVx","Inflation has been forgotten by so manyy even by Jerome Powell !!! Inflation spikes in Poland, Hungary, Czech Republic and M3",NEGATIVE,"['inflation', 'forgotten', 'spike']"
Pereira1Fiona,Forbes Middle East,,https://pbs.twimg.com/profile_images/1254725302619643904/38CriH3__normal.jpg,,68,66,3758,2020-04-27 10:43:10,1499638783230230529,2022-03-04 06:52:02,2,0,['https://t.co/4144qUIfeE'],,,"Federal Reserve Chair Jerome Powell said that the Russian invasion of #Ukraine would affect the #US economy across different channels. Here's how.

https://t.co/4144qUIfeE",Federal Reserve Chair Jerome Powell said that the Russian invasion of Ukraine would affect the US economy across different channels. Here's how.,POSITIVE,"['federal', 'reserve', 'invasion', 'affect', 'economy']"
NorthernObservr,Humanity is not a monolith. Cultures are interesting.,https://t.co/T94lI3wqRF,https://pbs.twimg.com/profile_images/1439772223972151299/Wbgof99L_normal.jpg,,73,663,17224,2016-06-26 02:06:51,1499618927709540353,2022-03-04 05:33:08,0,0,,,"['@JF_Viljoen', '@DrAaronRock', '@GeorgeOlduvai']","@JF_Viljoen @DrAaronRock @GeorgeOlduvai All federal and provincial employees not doing physical labour got their pay without “work” for two years. 

Now we have a giant debt and an inflation problem.

The WEF guys like Mark Carney, Jerome Powell are trying to hold it all together.","All federal and provincial employees not doing physical labour got their pay without work for two years. Now we have a giant debt and an inflation problem. The WEF guys like Mark Carney, Jerome Powell are trying to hold it all together.",POSITIVE,"['federal', 'provincial', 'employees', NOT 'work', 'debt', 'inflation', 'problem', 'hold', 'together']"
swapinverse,pizza and trading | the only constant in life is change,,https://pbs.twimg.com/profile_images/1494401617541885952/FsJ-tAra_normal.jpg,,187,25,284,2018-11-02 05:19:43,1499616705001455619,2022-03-04 05:24:18,1,0,,,['@swapinverse'],"@swapinverse Guy crawling away is Jerome Powell
Guy celebrating and drinking is a Commodities trader
Guy standing with the burning brick having no idea what's going on is Biden
Girl on ostrich is CT 
Unemployment and inflation in the background",Guy crawling away is Jerome Powell Guy celebrating and drinking is a Commodities trader Guy standing with the burning brick having no idea what's going on is Biden Girl on ostrich is CT Unemployment and inflation in the background,POSITIVE,"['guy', 'girl', 'celebrating', 'trader', 'standing', 'burning', NOT 'idea', 'bide', 'unemployment', 'inflation', 'background']"
robpam19,"retired COTA living in Kansas City. I have 2 children, 4 grand children and 3 great grand children.",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"Kansas City, MO",54,153,117640,2014-04-11 01:28:38,1499614822618570752,2022-03-04 05:16:49,2,0,['https://t.co/lep3DrTw7K'],,['@RBReich'],"Good read today - “Raising interest rates at a time like this is like trying to cure a flu with an enema.” - Vladimir Putin's despicable war and Jerome Powell's bad inflation plan, by @RBReich #inflation #Ukraine #Russia https://t.co/lep3DrTw7K","Good read today - Raising interest rates at a time like this is like trying to cure a flu with an enema. - Vladimir Putin's despicable war and Jerome Powell's bad inflation plan, by inflation Ukraine Russia",NEGATIVE,"['interest rate', 'good', 'raising', 'time', 'cure', 'enema', 'putin', 'despicable', 'war', 'bad', 'inflation']"
zhengxq03,,,https://pbs.twimg.com/profile_images/1245537198524383232/_fEvc84N_normal.jpg,"深水埗, 香港",54,2,198,2016-12-23 07:16:55,1499611894851661828,2022-03-04 05:05:11,9,0,['https://t.co/e0NVE5wBPk'],,,Jerome Powell is trying to balance uncertainty over the Ukraine war with political demands to move faster on inflation. That’s a hard policy act to pull off https://t.co/e0NVE5wBPk,Jerome Powell is trying to balance uncertainty over the Ukraine war with political demands to move faster on inflation. Thats a hard policy act to pull off,NEGATIVE,"['pull off', 'balance', 'uncertainty', 'war', 'political', 'demand', 'move', 'faster', 'inflation', 'hard', 'policy', 'act']"
Tony_Sagami,Never in doubt...but often wrong!,,https://pbs.twimg.com/profile_images/651426392853221376/HGBLMGwS_normal.jpg,,140,1741,6915,2009-07-10 21:59:36,1499611811603435520,2022-03-04 05:04:51,0,0,['https://t.co/AUkqYGNQH1'],,,"Jerome Powell: ""“Hindsight says we should have moved earlier.""  No shit Sherlock. https://t.co/AUkqYGNQH1","Jerome Powell ""Hindsight says we should have moved earlier."" No shit Sherlock.",POSITIVE,"['moved', 'early', NOT 'shit']"
PapaESoCo,Nothing to see here: Old Guy that express's his opinion on Politics and Scoundrels; they go together so well! #BlackLivesMatter #SFGIANTS #BidenHarris2020,,https://pbs.twimg.com/profile_images/451517548635254785/ajQqLB6m_normal.jpeg,"Sonoma County, Ca.",6322,6763,402621,2013-11-04 01:56:58,1499611756930297856,2022-03-04 05:04:38,0,0,['https://t.co/e4v1A8nh2j'],,['@RBReich'],"Vladimir Putin's despicable war and Jerome Powell's bad inflation plan, by @RBReich https://t.co/e4v1A8nh2j","Vladimir Putin's despicable war and Jerome Powell's bad inflation plan, by",NEGATIVE,"['putin', 'despicable', 'war', 'bad', 'inflation']"
